Sl No.,year,State,zone,region,state_population_zone,registered_vehicles_zone,road_length_km,road_condition,avg_speed_index,overspeeding,bad_weather,fault_of_driver,driver_below_18,fault_in_vehicle,pct_two_wheelers,enforcement_index,health_index,urban_flag,traffic_density,time_to_hospital,monthality_index,danger_score,no_of_accidents,no_of_injured,no_of_killed
341,2016,Jammu and Kashmir,Jammu and Kashmir_Zone1,north,12129398,272113,8460,dirt road,56.34,0,0,0,0,0,0.083,0.822,0.821,0,32.873,25.75,0.083,0.5143,38052,61389,597
342,2016,Jammu and Kashmir,Jammu and Kashmir_Zone2,north,20914329,140692,17006,damaged road,40.64,0,1,1,0,0,0.18,0.763,0.757,1,5.665,29.2,0.167,2.589,72208,161503,6821
343,2016,Jammu and Kashmir,Jammu and Kashmir_Zone3,north,23500570,271701,8995,proper road,33.68,0,0,0,0,0,0.153,0.807,0.759,0,13.972,34.75,0.25,0.2655,15629,20934,254
344,2016,Jammu and Kashmir,Jammu and Kashmir_Zone4,north,15041216,236602,6569,proper road,64.76,1,0,1,1,0,0.223,0.821,0.849,1,21.81,18.17,0.333,1.6954,61291,124417,3624
345,2016,Jammu and Kashmir,Jammu and Kashmir_Zone5,north,12105243,132625,5947,damaged road,45.37,0,0,0,0,1,0.574,0.857,0.857,0,7.054,20.66,0.417,1.4717,38081,67207,2397
346,2016,Ladakh,Ladakh_Zone1,north,6542174,70714,12088,dirt road,58.78,0,0,0,1,1,0.094,0.517,0.506,0,12.191,71.13,0.083,1.2875,33891,77290,646
347,2016,Ladakh,Ladakh_Zone2,north,7322545,122007,12942,proper road,70.74,1,0,0,0,1,0.185,0.559,0.599,1,21.671,48.14,0.167,1.8014,66379,167532,4698
348,2016,Ladakh,Ladakh_Zone3,north,6894147,127162,9070,proper road,45.98,0,1,0,0,0,0.163,0.585,0.679,0,11.607,46.18,0.25,1.2319,54309,102803,2714
349,2016,Ladakh,Ladakh_Zone4,north,7883456,95510,8706,proper road,90.23,0,0,1,0,0,0.456,0.419,0.589,1,7.383,49.3,0.333,1.1782,35050,85775,638
350,2016,Ladakh,Ladakh_Zone5,north,7571708,160275,15372,dirt road,88.01,1,0,0,0,0,0.254,0.624,0.508,0,25.074,70.84,0.417,1.7326,80201,221138,5957
351,2016,Lakshadweep,Lakshadweep_Zone1,south,3538153,36681,24374,damaged road,52.2,0,0,0,0,0,0.169,0.624,0.741,0,5.647,37.35,0.083,1.2698,32367,60984,2151
352,2016,Lakshadweep,Lakshadweep_Zone2,south,4021254,81083,23164,proper road,91.56,0,0,1,0,0,0.58,0.58,0.746,1,26.309,30.53,0.167,0.9883,50379,112853,821
353,2016,Lakshadweep,Lakshadweep_Zone3,south,4765557,73708,9134,damaged road,32.9,0,0,0,0,1,0.195,0.596,0.77,0,7.937,33.06,0.25,1.6625,57913,103025,3858
354,2016,Lakshadweep,Lakshadweep_Zone4,south,4489411,39792,20929,proper road,79.73,1,0,1,0,0,0.198,0.625,0.767,1,5.824,27.9,0.333,1.8505,36891,87955,2372
355,2016,Lakshadweep,Lakshadweep_Zone5,south,3605995,83094,23286,damaged road,62.62,1,0,0,0,0,0.291,0.629,0.658,0,21.148,49.26,0.417,2.2249,105669,262499,12624
356,2016,Puducherry,Puducherry_Zone1,south,3596727,17092,6055,dirt road,53.14,0,1,0,0,0,0.216,0.554,0.413,0,5.0,84.52,0.083,1.7341,19333,48328,1146
357,2016,Puducherry,Puducherry_Zone2,south,3727508,16837,12680,proper road,62.9,1,1,1,0,0,0.21,0.557,0.251,1,6.088,89.91,0.167,3.046,76748,251556,9780
358,2016,Puducherry,Puducherry_Zone3,south,5075723,18734,13416,proper road,51.66,0,1,0,0,0,0.707,0.415,0.38,0,5.0,89.31,0.25,1.5264,13725,32864,800
359,2016,Puducherry,Puducherry_Zone4,south,3213102,11953,10517,proper road,53.18,0,0,1,1,0,0.293,0.539,0.374,1,5.0,75.09,0.333,1.2686,11839,27684,235
360,2016,Puducherry,Puducherry_Zone5,south,3155771,13193,12851,proper road,66.64,1,0,0,0,0,0.514,0.535,0.375,0,5.0,89.98,0.417,1.5697,15601,41374,1263
361,2017,Andhra Pradesh,Andhra Pradesh_Zone1,south,8714460,162305,14950,damaged road,54.46,0,0,1,0,0,0.282,0.657,0.662,0,10.28,48.65,0.167,1.9082,149666,338058,10572
362,2017,Andhra Pradesh,Andhra Pradesh_Zone2,south,10999333,153187,8125,proper road,79.16,1,0,0,0,0,0.232,0.674,0.602,1,15.839,47.82,0.25,1.3418,46170,112289,3235
363,2017,Andhra Pradesh,Andhra Pradesh_Zone3,south,17031463,282035,6918,proper road,61.68,0,0,0,0,0,0.291,0.671,0.662,0,10.532,48.64,0.333,0.401,26691,47462,460
364,2017,Andhra Pradesh,Andhra Pradesh_Zone4,south,11010944,173112,9033,proper road,61.78,1,0,0,0,0,0.366,0.647,0.579,1,8.717,50.56,0.417,1.3713,52749,119549,4006
365,2017,Andhra Pradesh,Andhra Pradesh_Zone5,south,9645418,162654,8479,dirt road,43.66,0,0,0,1,0,0.436,0.671,0.67,0,21.629,47.57,0.5,0.6959,36245,61214,623
366,2017,Arunachal Pradesh,Arunachal Pradesh_Zone1,north_east,1976636,154235,9169,proper road,34.71,0,0,0,1,0,0.078,0.419,0.447,0,70.367,79.65,0.167,0.6778,145373,256137,2817
367,2017,Arunachal Pradesh,Arunachal Pradesh_Zone2,north_east,2401831,251044,8902,proper road,53.83,0,0,1,0,0,0.102,0.438,0.49,1,63.294,61.18,0.25,1.238,283792,616436,5426
368,2017,Arunachal Pradesh,Arunachal Pradesh_Zone3,north_east,3787939,252478,6081,dirt road,89.24,0,0,0,0,0,0.081,0.528,0.598,0,91.079,57.95,0.333,0.8179,143601,330029,2607
369,2017,Arunachal Pradesh,Arunachal Pradesh_Zone4,north_east,2960456,140218,8863,dirt road,35.6,0,0,0,0,0,0.401,0.41,0.586,1,53.01,49.7,0.417,0.8851,105955,186482,1922
370,2017,Arunachal Pradesh,Arunachal Pradesh_Zone5,north_east,2106712,131750,9232,proper road,93.36,1,0,0,0,0,0.158,0.509,0.436,0,53.133,81.22,0.5,1.5402,210710,610979,16096
371,2017,Assam,Assam_Zone1,north_east,16210959,96027,5405,damaged road,66.57,1,0,0,0,0,0.446,0.883,0.538,0,8.687,66.49,0.167,2.1815,30390,79908,3921
372,2017,Assam,Assam_Zone2,north_east,16572659,103212,6376,damaged road,87.28,1,0,1,0,0,0.168,0.835,0.637,1,6.136,43.54,0.25,2.7363,72019,216235,8417
373,2017,Assam,Assam_Zone3,north_east,16251307,74893,10181,proper road,64.08,1,0,0,0,0,0.176,0.802,0.584,0,5.289,59.92,0.333,1.2903,16015,35704,1145
374,2017,Assam,Assam_Zone4,north_east,18319094,76210,6685,proper road,42.57,0,0,0,0,0,0.182,0.886,0.737,1,5.0,31.59,0.417,0.2415,5790,8453,94
375,2017,Assam,Assam_Zone5,north_east,15072310,56369,8908,dirt road,83.59,1,0,0,0,0,0.086,0.834,0.646,0,5.0,50.99,0.5,1.531,14780,36184,1025
376,2017,Bihar,Bihar_Zone1,east,11020882,194703,6306,proper road,59.78,0,0,1,0,0,0.226,0.711,0.464,0,16.878,77.18,0.167,1.1198,49974,113366,964
377,2017,Bihar,Bihar_Zone2,east,13201054,161830,3600,damaged road,89.29,0,0,0,0,0,0.081,0.765,0.691,1,12.96,37.07,0.25,1.2337,38323,89503,2631
378,2017,Bihar,Bihar_Zone3,east,10985146,88102,3924,dirt road,75.07,1,0,0,0,0,0.05,0.756,0.581,0,5.642,60.33,0.333,1.615,31377,78455,2268
379,2017,Bihar,Bihar_Zone4,east,14124068,82934,3660,damaged road,55.74,0,0,0,0,0,0.094,0.658,0.562,1,8.739,52.57,0.417,1.3779,21134,45966,1540
380,2017,Bihar,Bihar_Zone5,east,8456564,132647,2821,damaged road,79.85,1,0,0,1,0,0.502,0.722,0.622,0,19.991,54.4,0.5,2.2034,77387,213516,9193
381,2017,Chhattisgarh,Chhattisgarh_Zone1,central,10767684,231869,6594,dirt road,65.05,0,0,1,0,0,0.339,0.929,0.491,0,30.288,73.33,0.167,1.2921,67558,159359,1253
382,2017,Chhattisgarh,Chhattisgarh_Zone2,central,16139783,112369,10493,proper road,74.6,0,0,0,1,0,0.136,0.981,0.63,1,7.989,44.39,0.25,0.2682,9859,18978,173
383,2017,Chhattisgarh,Chhattisgarh_Zone3,central,12245704,209022,12168,dirt road,30.65,0,0,0,0,0,0.087,0.929,0.7,0,18.839,43.14,0.333,0.545,31406,45607,508
384,2017,Chhattisgarh,Chhattisgarh_Zone4,central,13514121,274494,7810,proper road,31.68,0,0,0,0,0,0.404,0.916,0.599,1,11.877,48.1,0.417,0.3224,29369,43529,520
385,2017,Chhattisgarh,Chhattisgarh_Zone5,central,21406538,253371,16089,dirt road,45.14,0,0,0,0,0,0.296,0.902,0.566,0,6.707,62.56,0.5,0.6531,24878,44156,462
386,2017,Goa,Goa_Zone1,west,9216440,221312,8966,damaged road,30.59,0,0,0,0,0,0.237,0.584,0.729,0,16.531,39.04,0.167,1.2979,75563,126636,4977
387,2017,Goa,Goa_Zone2,west,7254392,142690,6026,proper road,63.92,0,0,1,0,0,0.189,0.54,0.734,1,13.448,31.92,0.25,1.0161,51890,100251,854
388,2017,Goa,Goa_Zone3,west,6405548,248605,6781,proper road,57.32,0,0,1,0,0,0.219,0.481,0.753,0,55.104,35.54,0.333,1.0323,100211,184749,1652
389,2017,Goa,Goa_Zone4,west,9797182,256761,3752,dirt road,56.67,0,0,0,0,0,0.282,0.542,0.842,1,32.73,18.99,0.417,0.6398,51593,84029,779
390,2017,Goa,Goa_Zone5,west,5802190,291491,6918,dirt road,68.77,0,0,1,0,0,0.45,0.475,0.715,0,72.158,41.0,0.5,1.3616,158133,338713,2580
391,2017,Gujarat,Gujarat_Zone1,west,15597809,13768,20805,proper road,54.13,0,0,1,0,0,0.409,0.687,0.536,0,5.0,66.8,0.167,1.0813,2860,5986,52
392,2017,Gujarat,Gujarat_Zone2,west,28620853,22675,20314,proper road,39.0,0,0,0,0,0,0.147,0.679,0.41,1,5.0,70.77,0.25,0.5733,1792,3243,36
393,2017,Gujarat,Gujarat_Zone3,west,32625118,17021,15421,damaged road,88.26,1,0,1,0,0,0.477,0.711,0.332,0,5.0,96.19,0.333,3.0122,7367,26170,1060
394,2017,Gujarat,Gujarat_Zone4,west,20751902,22997,15951,proper road,78.52,0,0,0,0,0,0.24,0.725,0.327,1,5.0,80.74,0.417,0.6087,2515,6140,53
395,2017,Gujarat,Gujarat_Zone5,west,25341995,24628,12417,damaged road,50.11,0,0,1,0,0,0.05,0.566,0.322,0,5.0,97.7,0.5,2.1919,10390,28576,889
396,2017,Haryana,Haryana_Zone1,north,17456749,174239,16307,dirt road,49.16,0,0,0,0,0,0.403,0.916,0.68,0,14.271,46.1,0.167,0.566,19800,33637,341
397,2017,Haryana,Haryana_Zone2,north,18426972,201188,17443,proper road,58.46,0,0,0,0,0,0.08,0.813,0.674,1,11.966,39.16,0.25,0.3221,16412,27957,276
398,2017,Haryana,Haryana_Zone3,north,9832057,215620,24918,proper road,44.53,0,0,1,0,0,0.175,0.904,0.703,0,21.426,42.82,0.333,0.8561,51310,87772,826
399,2017,Haryana,Haryana_Zone4,north,9794080,83046,18100,dirt road,67.2,0,0,1,0,0,0.42,0.801,0.659,1,10.961,40.89,0.417,1.2379,26969,58375,461
400,2017,Haryana,Haryana_Zone5,north,12625287,98430,26115,dirt road,40.71,0,0,0,0,0,0.069,0.836,0.558,0,7.82,63.66,0.5,0.6913,17347,30127,320
401,2017,Himachal Pradesh,Himachal Pradesh_Zone1,north,17986431,46815,15637,proper road,50.6,0,0,0,0,0,0.348,0.665,0.329,0,5.0,96.68,0.167,0.6373,5696,11839,120
402,2017,Himachal Pradesh,Himachal Pradesh_Zone2,north,16268382,30656,15890,dirt road,33.38,0,0,0,0,0,0.108,0.702,0.384,1,5.0,73.87,0.25,0.8801,5200,9863,104
403,2017,Himachal Pradesh,Himachal Pradesh_Zone3,north,13325641,41897,17613,damaged road,35.79,0,0,1,0,0,0.351,0.628,0.26,0,5.0,106.54,0.333,2.2036,30836,82072,2572
404,2017,Himachal Pradesh,Himachal Pradesh_Zone4,north,14178293,49563,22067,proper road,89.09,0,0,0,0,0,0.05,0.707,0.345,1,5.0,78.54,0.417,0.6048,7436,18696,156
405,2017,Himachal Pradesh,Himachal Pradesh_Zone5,north,16383998,26031,13450,dirt road,47.26,0,0,0,0,0,0.233,0.628,0.306,0,5.0,99.97,0.5,0.9721,4645,9859,99
406,2017,Jharkhand,Jharkhand_Zone1,east,17405997,129878,12631,proper road,88.26,0,0,0,0,0,0.291,0.555,0.679,0,5.689,46.18,0.167,0.4468,13099,27260,211
407,2017,Jharkhand,Jharkhand_Zone2,east,18218889,67958,10227,proper road,41.23,0,0,0,0,0,0.156,0.588,0.719,1,5.0,33.7,0.25,0.4024,6339,9561,104
408,2017,Jharkhand,Jharkhand_Zone3,east,14753003,110190,16271,proper road,36.08,0,0,1,0,0,0.12,0.605,0.655,0,7.453,49.66,0.333,1.0392,21585,37385,375
409,2017,Jharkhand,Jharkhand_Zone4,east,8403377,99006,18060,proper road,44.86,0,0,0,0,0,0.676,0.485,0.671,1,12.261,39.47,0.417,0.4875,21124,34662,368
410,2017,Jharkhand,Jharkhand_Zone5,east,17988248,96036,12862,damaged road,71.74,1,0,0,0,0,0.17,0.531,0.825,0,5.0,25.21,0.5,2.157,26839,62212,2961
411,2017,Karnataka,Karnataka_Zone1,south,2533560,202650,8799,dirt road,32.52,0,0,0,0,0,0.117,0.643,0.661,0,74.314,48.82,0.167,0.7158,156597,244161,2682
412,2017,Karnataka,Karnataka_Zone2,south,1668469,232437,4908,proper road,35.42,0,0,0,1,0,0.301,0.7,0.599,1,75.016,48.14,0.25,0.4309,197590,306257,3475
413,2017,Karnataka,Karnataka_Zone3,south,2407023,170327,3314,proper road,43.54,0,0,0,0,1,0.572,0.683,0.757,0,52.438,34.98,0.333,0.7285,139448,224781,2219
414,2017,Karnataka,Karnataka_Zone4,south,3199192,172902,8725,damaged road,81.52,1,0,0,0,0,0.414,0.622,0.729,1,58.717,32.54,0.417,2.1787,235809,610844,27011
415,2017,Karnataka,Karnataka_Zone5,south,2168110,157567,6876,dirt road,80.96,1,0,0,0,0,0.688,0.713,0.646,0,37.798,51.03,0.5,1.5918,341593,826568,23711
416,2017,Kerala,Kerala_Zone1,south,14466122,107662,8429,proper road,82.17,1,0,0,0,0,0.477,0.645,0.383,0,8.193,88.82,0.167,1.5095,27996,77924,2234
417,2017,Kerala,Kerala_Zone2,south,7792008,77773,7362,proper road,70.51,1,0,1,0,1,0.413,0.652,0.532,1,12.358,56.14,0.25,2.4015,53730,149402,3936
418,2017,Kerala,Kerala_Zone3,south,12039688,61426,9821,dirt road,50.14,0,0,0,0,0,0.112,0.629,0.48,0,5.0,74.93,0.333,0.8497,13052,26234,248
419,2017,Kerala,Kerala_Zone4,south,6537516,79609,12417,dirt road,47.01,0,0,1,0,0,0.435,0.602,0.456,1,8.417,65.27,0.417,1.4799,43928,98623,862
420,2017,Kerala,Kerala_Zone5,south,14273162,71769,8800,damaged road,56.65,0,0,0,0,1,0.59,0.594,0.405,0,5.0,85.69,0.5,1.9197,23226,59958,1869
421,2017,Madhya Pradesh,Madhya Pradesh_Zone1,central,14480873,205112,4466,dirt road,73.49,1,0,0,0,0,0.331,0.748,0.53,0,10.184,67.74,0.167,1.6555,56345,141999,4159
422,2017,Madhya Pradesh,Madhya Pradesh_Zone2,central,20054751,228355,2517,damaged road,63.69,1,0,1,0,1,0.21,0.613,0.586,1,13.655,49.64,0.25,3.2831,148624,442555,18724
423,2017,Madhya Pradesh,Madhya Pradesh_Zone3,central,18852923,162162,2491,proper road,61.4,1,0,0,0,0,0.148,0.712,0.479,0,10.927,74.98,0.333,1.4083,30434,70892,2305
424,2017,Madhya Pradesh,Madhya Pradesh_Zone4,central,17919923,210120,2379,damaged road,68.52,1,0,0,0,0,0.05,0.702,0.557,1,7.931,53.15,0.417,2.2589,57137,153796,7510
425,2017,Madhya Pradesh,Madhya Pradesh_Zone5,central,10318965,209344,4680,damaged road,53.99,0,0,0,0,0,0.358,0.671,0.436,0,18.391,81.26,0.5,1.4594,71216,166142,5440
426,2017,Maharashtra,Maharashtra_Zone1,west,5721972,71745,12054,dirt road,66.77,1,0,1,0,0,0.247,0.763,0.4,0,11.814,86.36,0.167,2.3384,64223,187328,5070
427,2017,Maharashtra,Maharashtra_Zone2,west,6123295,69437,20725,damaged road,73.02,1,0,0,0,0,0.439,0.71,0.426,1,6.203,68.88,0.25,2.3469,59130,175758,8218
428,2017,Maharashtra,Maharashtra_Zone3,west,9019364,97958,14248,damaged road,50.84,0,0,0,0,0,0.213,0.886,0.444,0,5.434,80.06,0.333,1.3461,36153,80972,2752
429,2017,Maharashtra,Maharashtra_Zone4,west,6946283,61775,15280,damaged road,71.7,0,0,0,0,0,0.262,0.811,0.39,1,9.835,73.2,0.417,1.4217,31169,81274,2521
430,2017,Maharashtra,Maharashtra_Zone5,west,5387916,71418,19454,proper road,91.65,0,0,1,0,1,0.135,0.81,0.335,0,19.591,95.71,0.5,1.5602,48961,146398,987
431,2017,Manipur,Manipur_Zone1,north_east,5305918,96693,8214,proper road,47.86,0,0,0,0,0,0.443,0.705,0.575,0,15.716,61.13,0.167,0.4448,30062,51679,550
432,2017,Manipur,Manipur_Zone2,north_east,4743374,88322,12828,dirt road,34.42,0,0,1,1,0,0.178,0.758,0.475,1,25.348,62.96,0.25,1.3882,62011,126109,1205
433,2017,Manipur,Manipur_Zone3,north_east,5249663,65071,7179,proper road,72.53,1,0,0,0,0,0.325,0.941,0.417,0,9.515,84.02,0.333,1.338,40262,99998,3208
434,2017,Manipur,Manipur_Zone4,north_east,5140186,50102,13010,dirt road,40.95,0,0,0,0,0,0.232,0.788,0.675,1,13.152,39.03,0.417,0.6336,19511,31049,330
435,2017,Manipur,Manipur_Zone5,north_east,5920873,91992,8998,damaged road,73.82,0,0,0,0,0,0.125,0.803,0.511,0,14.024,70.45,0.5,1.3411,50499,123895,3699
436,2017,Meghalaya,Meghalaya_Zone1,north_east,16872542,100002,15006,proper road,36.16,0,0,0,0,0,0.251,0.566,0.524,0,5.0,68.52,0.167,0.55,11680,19330,221
437,2017,Meghalaya,Meghalaya_Zone2,north_east,7921972,111152,13552,proper road,53.63,0,0,0,0,0,0.451,0.577,0.742,1,13.281,30.97,0.25,0.392,22378,36006,386
438,2017,Meghalaya,Meghalaya_Zone3,north_east,10244947,67332,7404,dirt road,42.76,0,0,0,0,1,0.208,0.56,0.583,0,5.321,60.1,0.333,1.2121,20975,41488,387
439,2017,Meghalaya,Meghalaya_Zone4,north_east,10064900,91300,8763,proper road,31.5,0,0,0,0,0,0.2,0.667,0.576,1,5.217,50.85,0.417,0.4633,15977,24415,296
440,2017,Meghalaya,Meghalaya_Zone5,north_east,12699083,73723,14543,proper road,64.87,1,0,0,0,0,0.09,0.575,0.547,0,5.0,65.3,0.5,1.4299,21034,47996,1537
441,2017,Mizoram,Mizoram_Zone1,north_east,3738281,85362,7724,proper road,84.38,1,0,0,0,0,0.264,0.475,0.339,0,22.764,95.22,0.167,1.6253,83952,247785,6808
442,2017,Mizoram,Mizoram_Zone2,north_east,2672507,96649,7991,dirt road,57.36,0,0,1,0,0,0.119,0.62,0.221,1,38.662,93.5,0.25,1.6352,128124,350091,2746
443,2017,Mizoram,Mizoram_Zone3,north_east,2904856,126320,5528,proper road,66.19,1,0,0,0,0,0.18,0.613,0.266,0,57.407,105.67,0.333,1.6073,151163,414922,12982
444,2017,Mizoram,Mizoram_Zone4,north_east,2944109,117127,7559,dirt road,68.05,1,0,0,0,0,0.05,0.639,0.302,1,39.778,83.7,0.417,1.869,157276,452245,13453
445,2017,Mizoram,Mizoram_Zone5,north_east,3457937,83835,8000,proper road,42.47,0,0,1,0,0,0.317,0.635,0.288,0,29.18,102.48,0.5,1.2806,74189,170178,1558
446,2017,Nagaland,Nagaland_Zone1,north_east,7187585,198117,1528,proper road,64.36,0,0,1,0,0,0.422,0.751,0.64,0,38.421,51.82,0.167,0.9763,71658,147795,1192
447,2017,Nagaland,Nagaland_Zone2,north_east,4675669,254123,1128,proper road,67.75,1,0,1,0,0,0.278,0.695,0.578,1,63.855,50.66,0.25,1.9482,225655,567629,16041
448,2017,Nagaland,Nagaland_Zone3,north_east,4904301,271807,2718,damaged road,37.64,0,0,0,0,0,0.341,0.716,0.623,0,64.845,54.3,0.333,1.306,167659,318413,11509
449,2017,Nagaland,Nagaland_Zone4,north_east,5656250,153119,1804,proper road,88.62,0,0,0,0,0,0.095,0.745,0.629,1,28.849,44.56,0.417,0.3874,41263,86444,754
450,2017,Nagaland,Nagaland_Zone5,north_east,8536499,196387,3109,dirt road,61.76,1,0,0,0,0,0.292,0.696,0.607,0,12.051,56.62,0.5,1.6273,86086,194286,6039
451,2017,Odisha,Odisha_Zone1,east,23435997,153998,7998,dirt road,63.45,1,0,0,0,0,0.236,0.739,0.914,0,8.235,12.43,0.167,1.3907,23590,44650,1422
452,2017,Odisha,Odisha_Zone2,east,15548313,218042,15377,proper road,53.24,0,0,0,0,0,0.117,0.761,0.941,1,14.883,7.08,0.25,0.1608,16299,22163,235
453,2017,Odisha,Odisha_Zone3,east,25000593,210262,15033,damaged road,34.78,0,0,0,1,0,0.475,0.748,0.92,0,6.826,11.58,0.333,1.0823,24890,36994,1447
454,2017,Odisha,Odisha_Zone4,east,33251706,228156,11003,dirt road,52.36,0,0,0,0,0,0.126,0.777,0.873,1,8.659,15.2,0.417,0.5003,12713,19556,190
455,2017,Odisha,Odisha_Zone5,east,15450983,172574,8869,proper road,34.7,0,0,0,0,0,0.168,0.73,0.885,0,7.145,16.6,0.5,0.2157,14332,17702,212
456,2017,Punjab,Punjab_Zone1,north,10420205,20932,7914,dirt road,35.69,0,0,0,1,0,0.4,0.612,0.581,0,5.0,60.39,0.167,0.7878,5074,8888,90
457,2017,Punjab,Punjab_Zone2,north,7514822,37893,12685,dirt road,40.29,0,0,1,1,0,0.121,0.558,0.603,1,6.966,47.64,0.25,1.3991,18076,35768,317
458,2017,Punjab,Punjab_Zone3,north,9311511,37093,18324,dirt road,48.37,0,0,0,0,0,0.241,0.573,0.49,0,5.0,73.47,0.333,0.8708,10512,21028,198
459,2017,Punjab,Punjab_Zone4,north,13437004,31582,15101,proper road,87.15,0,0,0,0,0,0.139,0.71,0.664,1,5.0,40.38,0.417,0.3803,3999,8177,68
460,2017,Punjab,Punjab_Zone5,north,8266897,18014,9847,damaged road,50.49,0,0,0,0,0,0.295,0.592,0.495,0,5.0,72.73,0.5,1.4575,8278,18518,603
461,2017,Rajasthan,Rajasthan_Zone1,central,15914486,184327,6414,proper road,85.69,0,0,1,0,0,0.294,0.464,0.857,0,8.179,20.58,0.167,0.9681,30524,62946,451
462,2017,Rajasthan,Rajasthan_Zone2,central,20286068,179083,7153,dirt road,58.57,0,0,0,0,0,0.297,0.559,0.957,1,5.459,5.19,0.25,0.5509,17202,26233,240
463,2017,Rajasthan,Rajasthan_Zone3,central,16476866,184085,3821,proper road,42.78,0,0,0,0,0,0.085,0.611,0.847,0,9.584,22.05,0.333,0.3016,15961,22105,247
464,2017,Rajasthan,Rajasthan_Zone4,central,18200031,228398,4635,dirt road,32.91,0,0,0,0,0,0.287,0.536,0.802,1,10.247,23.79,0.417,0.6707,26258,37858,422
465,2017,Rajasthan,Rajasthan_Zone5,central,16764093,198675,7047,dirt road,61.88,1,0,0,0,0,0.224,0.608,0.93,0,6.448,10.11,0.5,1.4451,41775,77070,2444
466,2017,Sikkim,Sikkim_Zone1,north_east,14871905,286951,17746,proper road,33.2,0,0,1,0,1,0.123,0.737,0.416,0,13.09,84.13,0.167,1.5407,70527,150345,1408
467,2017,Sikkim,Sikkim_Zone2,north_east,11000345,275546,24672,dirt road,51.92,0,0,0,0,1,0.302,0.617,0.337,1,21.628,79.58,0.25,1.3556,79583,191262,1653
468,2017,Sikkim,Sikkim_Zone3,north_east,10941522,190197,12457,dirt road,77.38,1,0,0,0,0,0.194,0.64,0.368,0,24.226,90.95,0.333,1.8221,73596,212338,5949
469,2017,Sikkim,Sikkim_Zone4,north_east,9441077,286608,15841,proper road,60.45,1,0,1,0,0,0.28,0.647,0.287,1,43.156,85.51,0.417,2.1752,141173,414935,12185
470,2017,Sikkim,Sikkim_Zone5,north_east,17469421,155106,13821,dirt road,44.28,0,0,1,0,0,0.466,0.695,0.386,0,10.252,88.39,0.5,1.482,32330,73281,641
471,2017,Tamil Nadu,Tamil Nadu_Zone1,south,7194246,78823,5569,damaged road,36.79,0,0,0,0,0,0.34,0.99,0.253,0,13.765,107.55,0.167,1.4278,38757,90141,3271
472,2017,Tamil Nadu,Tamil Nadu_Zone2,south,5552776,140156,5527,dirt road,44.38,0,0,0,0,0,0.42,0.99,0.364,1,25.182,76.36,0.25,0.7505,54708,109940,1083
473,2017,Tamil Nadu,Tamil Nadu_Zone3,south,8128877,138872,4241,proper road,82.4,1,0,0,0,0,0.387,0.99,0.363,0,13.176,91.71,0.333,1.3508,56302,153922,4675
474,2017,Tamil Nadu,Tamil Nadu_Zone4,south,12115424,153820,4478,proper road,75.83,0,0,0,0,0,0.228,0.983,0.36,1,18.538,76.79,0.417,0.4565,22000,50511,434
475,2017,Tamil Nadu,Tamil Nadu_Zone5,south,6922302,105223,6131,dirt road,46.71,0,0,0,0,0,0.212,0.973,0.499,0,14.219,72.18,0.5,0.6644,30923,58657,578
476,2017,Telangana,Telangana_Zone1,south,15911983,150260,6711,dirt road,68.04,1,0,0,0,0,0.57,0.967,0.409,0,11.171,85.14,0.167,1.6304,37278,97921,3090
477,2017,Telangana,Telangana_Zone2,south,19127922,118707,12576,proper road,42.42,0,0,0,0,0,0.147,0.99,0.389,1,8.075,73.31,0.25,0.4326,10774,19334,218
478,2017,Telangana,Telangana_Zone3,south,13794844,140724,11369,proper road,49.84,0,0,0,0,0,0.183,0.986,0.343,0,8.058,94.63,0.333,0.4671,17758,35056,356
479,2017,Telangana,Telangana_Zone4,south,8313984,76210,12829,damaged road,45.18,0,0,0,1,0,0.429,0.984,0.394,1,8.214,72.75,0.417,1.3323,30888,68835,2503
480,2017,Telangana,Telangana_Zone5,south,11501493,75511,10770,dirt road,54.31,0,0,0,0,0,0.427,0.99,0.428,0,5.0,82.33,0.5,0.7052,14815,30029,283
481,2017,Tripura,Tripura_Zone1,north_east,5354412,327526,10707,proper road,61.26,1,0,1,1,0,0.069,0.653,0.739,0,80.486,37.54,0.167,1.8563,239042,529482,16042
482,2017,Tripura,Tripura_Zone2,north_east,3661301,259477,13466,proper road,77.48,0,0,0,0,0,0.168,0.547,0.84,1,97.306,19.18,0.25,0.3382,94218,162891,1420
483,2017,Tripura,Tripura_Zone3,north_east,3724975,267695,13491,dirt road,34.28,0,0,0,0,0,0.069,0.653,0.748,0,45.05,36.36,0.333,0.6502,135214,202465,2179
484,2017,Tripura,Tripura_Zone4,north_east,3169649,162216,21542,proper road,66.26,0,0,0,0,0,0.548,0.712,0.765,1,70.157,28.16,0.417,0.3083,67279,115139,1034
485,2017,Tripura,Tripura_Zone5,north_east,3058395,249258,17516,proper road,59.37,0,0,1,0,1,0.434,0.67,0.877,0,91.993,17.64,0.5,1.251,231789,425631,3382
486,2017,Uttar Pradesh,Uttar Pradesh_Zone1,north,27219184,23606,10887,proper road,73.51,1,0,0,0,1,0.451,0.693,0.785,0,5.0,31.03,0.167,1.6042,3806,8387,244
