Sl No.,year,State,zone,region,state_population_zone,registered_vehicles_zone,road_length_km,road_condition,avg_speed_index,overspeeding,bad_weather,fault_of_driver,driver_below_18,fault_in_vehicle,pct_two_wheelers,enforcement_index,health_index,urban_flag,traffic_density,time_to_hospital,monthality_index,danger_score,no_of_accidents,no_of_injured,no_of_killed
1944,2025,Andaman and Nicobar Islands,Andaman and Nicobar Islands_Zone4,central,15741019,139705,22588,proper road,67.28,1,0,0,0,0,0.476,0.504,0.344,1,8.662,78.72,0.083,1.6072,52664,142982,4190
1945,2025,Andaman and Nicobar Islands,Andaman and Nicobar Islands_Zone5,central,13655852,77702,22753,proper road,72.49,1,0,0,0,0,0.539,0.542,0.49,0,5.0,73.4,0.167,1.4856,32168,80371,2453
1946,2025,Chandigarh,Chandigarh_Zone1,north,13561872,107751,3952,dirt road,59.39,0,0,0,0,0,0.206,0.451,0.667,0,11.612,47.91,0.833,0.8074,28717,54141,511
1947,2025,Chandigarh,Chandigarh_Zone2,north,17797509,221334,3265,damaged road,63.45,1,0,0,1,0,0.55,0.553,0.692,1,14.928,36.92,0.917,2.239,95435,232087,11535
1948,2025,Chandigarh,Chandigarh_Zone3,north,18234865,189376,1553,dirt road,80.26,1,0,0,0,0,0.321,0.585,0.675,0,14.894,46.75,0.0,1.6348,62653,153550,4483
1949,2025,Chandigarh,Chandigarh_Zone4,north,13092381,132199,3031,dirt road,45.89,0,0,0,0,0,0.194,0.564,0.567,1,11.181,51.96,0.083,0.8212,37203,70747,668
1950,2025,Chandigarh,Chandigarh_Zone5,north,15464942,215859,2790,proper road,35.72,0,0,0,0,0,0.201,0.5,0.653,0,11.252,50.01,0.167,0.4933,37053,57310,638
1951,2025,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli and Daman and Diu_Zone1,west,5333615,123092,9704,proper road,70.79,1,0,0,0,0,0.168,0.79,0.31,0,17.521,99.33,0.833,1.4879,119997,319691,9980
1952,2025,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli and Daman and Diu_Zone2,west,6912711,80447,8942,dirt road,79.55,1,0,0,0,0,0.301,0.687,0.448,1,13.85,66.29,0.917,1.7432,72527,200596,5673
1953,2025,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli and Daman and Diu_Zone3,west,5247976,94293,10588,proper road,89.38,1,0,1,0,0,0.307,0.785,0.414,0,14.42,84.34,0.0,2.0173,120244,370634,9533
1954,2025,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli and Daman and Diu_Zone4,west,7614961,133398,8444,proper road,49.76,0,0,0,0,1,0.123,0.765,0.428,1,13.329,68.69,0.083,0.9182,66543,140101,1351
1955,2025,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli and Daman and Diu_Zone5,west,5148211,100057,10283,proper road,61.02,1,0,0,0,0,0.116,0.767,0.447,0,28.004,79.57,0.167,1.4033,98494,234352,7465
1956,2025,Delhi,Delhi_Zone1,north,14594510,200132,8911,proper road,33.79,0,0,1,0,0,0.414,0.528,0.753,0,11.249,35.63,0.833,1.0091,56291,91246,912
1957,2025,Delhi,Delhi_Zone2,north,12333442,176180,3210,dirt road,32.91,0,0,1,0,0,0.185,0.591,0.769,1,15.671,27.71,0.917,1.2661,68963,115588,1106
1958,2025,Delhi,Delhi_Zone3,north,7987037,182294,7886,proper road,86.68,1,0,0,0,0,0.087,0.55,0.706,0,32.796,42.4,0.0,1.3312,110389,263216,7210
1959,2025,Delhi,Delhi_Zone4,north,13972973,213588,7411,proper road,74.59,0,0,0,0,0,0.416,0.611,0.812,1,14.337,22.53,0.083,0.3259,33815,58777,528
1960,2025,Delhi,Delhi_Zone5,north,15736560,144060,4938,dirt road,53.19,0,0,0,0,0,0.081,0.502,0.81,0,6.766,27.41,0.167,0.6824,30519,50504,486
1961,2025,Jammu and Kashmir,Jammu and Kashmir_Zone1,north,17175519,117073,14743,proper road,77.32,1,0,1,0,0,0.176,0.8,0.773,0,7.269,32.72,0.833,1.7589,43610,99215,2802
1962,2025,Jammu and Kashmir,Jammu and Kashmir_Zone2,north,14634373,258529,10033,damaged road,41.12,0,0,0,0,0,0.143,0.806,0.775,1,24.898,27.0,0.917,1.1547,78296,134877,4902
1963,2025,Jammu and Kashmir,Jammu and Kashmir_Zone3,north,19423825,249097,14889,damaged road,53.51,0,0,0,0,0,0.255,0.772,0.808,0,6.541,27.69,0.0,1.1488,59169,107289,3780
1964,2025,Jammu and Kashmir,Jammu and Kashmir_Zone4,north,16086023,147570,6797,dirt road,55.07,0,0,1,0,0,0.335,0.828,0.785,1,9.927,25.74,0.083,1.1363,41499,76238,664
1965,2025,Jammu and Kashmir,Jammu and Kashmir_Zone5,north,14087937,133329,9155,proper road,92.66,1,0,1,0,1,0.336,0.757,0.718,0,10.25,40.58,0.167,2.2189,72697,196065,4906
1966,2025,Ladakh,Ladakh_Zone1,north,4872841,176711,9163,dirt road,52.59,0,0,0,0,0,0.311,0.543,0.542,0,20.144,65.93,0.833,0.8488,124761,248216,2337
1967,2025,Ladakh,Ladakh_Zone2,north,8279322,156436,18555,dirt road,90.84,0,0,1,0,0,0.383,0.569,0.594,1,12.672,48.73,0.917,1.3995,96550,249032,1723
1968,2025,Ladakh,Ladakh_Zone3,north,8701951,123738,9226,proper road,94.6,0,0,0,0,0,0.294,0.533,0.59,0,14.4,59.05,0.0,0.5203,39231,88864,716
1969,2025,Ladakh,Ladakh_Zone4,north,8910776,79020,16046,dirt road,42.46,0,0,1,0,0,0.096,0.551,0.559,1,9.268,52.94,0.083,1.4334,47993,98894,870
1970,2025,Ladakh,Ladakh_Zone5,north,6671101,134185,15529,dirt road,81.34,1,0,0,0,0,0.277,0.548,0.501,0,18.576,71.91,0.167,1.7757,122524,337320,9158
1971,2025,Lakshadweep,Lakshadweep_Zone1,south,3091741,75937,16019,proper road,43.36,0,0,0,0,0,0.455,0.686,0.81,0,12.583,27.33,0.833,0.2898,49763,70431,785
1972,2025,Lakshadweep,Lakshadweep_Zone2,south,5124475,37198,10208,dirt road,66.05,1,0,0,0,0,0.268,0.632,0.661,1,10.653,40.72,0.917,1.6214,42723,97158,2975
1973,2025,Lakshadweep,Lakshadweep_Zone3,south,5657934,45092,12313,proper road,35.7,0,0,0,0,0,0.29,0.677,0.762,0,9.688,34.25,0.0,0.328,17997,25148,294
1974,2025,Lakshadweep,Lakshadweep_Zone4,south,5925139,52045,9241,damaged road,54.51,0,0,1,1,0,0.356,0.52,0.663,1,12.923,40.48,0.083,1.976,115128,263680,8023
1975,2025,Lakshadweep,Lakshadweep_Zone5,south,3490647,38447,10590,proper road,62.75,1,0,0,1,0,0.323,0.522,0.724,0,15.802,39.78,0.167,1.3326,54607,115430,3711
1976,2025,Puducherry,Puducherry_Zone1,south,3701635,18967,14701,proper road,74.35,0,0,0,0,1,0.483,0.609,0.33,0,6.638,96.49,0.833,1.0644,22604,58631,472
1977,2025,Puducherry,Puducherry_Zone2,south,3703165,14740,12758,damaged road,87.49,1,0,0,0,0,0.25,0.511,0.381,1,5.402,74.24,0.917,2.4777,34186,109860,4809
1978,2025,Puducherry,Puducherry_Zone3,south,5304783,9925,7715,proper road,56.64,0,0,0,0,0,0.401,0.496,0.354,0,5.0,92.97,0.0,0.7039,6738,14575,137
1979,2025,Puducherry,Puducherry_Zone4,south,5765380,8295,5185,proper road,50.68,0,0,0,0,1,0.513,0.486,0.366,1,5.0,76.04,0.083,1.1008,6954,15486,143
1980,2025,Puducherry,Puducherry_Zone5,south,5932593,13885,14179,proper road,63.42,1,0,1,0,0,0.665,0.525,0.381,0,5.0,89.07,0.167,2.1707,25807,73188,2047
