Sl No.,year,State,zone,region,state_population_zone,registered_vehicles_zone,road_length_km,road_condition,avg_speed_index,overspeeding,bad_weather,fault_of_driver,driver_below_18,fault_in_vehicle,pct_two_wheelers,enforcement_index,health_index,urban_flag,traffic_density,time_to_hospital,monthality_index,danger_score,no_of_accidents,no_of_injured,no_of_killed
325,2016,Andaman and Nicobar Islands,Andaman and Nicobar Islands_Zone5,central,10918160,104354,15887,proper road,62.77,0,0,0,0,0,0.142,0.53,0.399,0,12.194,86.53,0.417,0.6557,19663,42746,395
326,2016,Chandigarh,Chandigarh_Zone1,north,19229102,182923,3433,proper road,64.37,0,0,0,0,0,0.175,0.521,0.674,0,6.025,46.98,0.083,0.4678,16006,29514,276
327,2016,Chandigarh,Chandigarh_Zone2,north,11085470,109427,1933,damaged road,64.33,0,0,0,0,0,0.122,0.531,0.716,1,5.678,34.02,0.167,1.3328,31981,66611,2090
328,2016,Chandigarh,Chandigarh_Zone3,north,20547894,188053,3997,dirt road,37.31,0,0,1,1,0,0.053,0.442,0.669,0,5.0,47.63,0.25,1.4105,31299,59424,544
329,2016,Chandigarh,Chandigarh_Zone4,north,19254029,244617,4418,proper road,83.42,1,1,0,0,1,0.299,0.483,0.646,1,10.955,42.52,0.333,2.6065,182666,526819,18736
330,2016,Chandigarh,Chandigarh_Zone5,north,14284084,166092,4277,dirt road,50.26,0,0,0,0,0,0.258,0.399,0.717,0,14.13,40.68,0.417,0.7982,26894,46613,435
331,2016,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli and Daman and Diu_Zone1,west,4368058,124172,6413,dirt road,86.53,0,0,1,0,0,0.158,0.75,0.422,0,21.164,83.27,0.083,1.4299,92474,253979,1813
332,2016,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli and Daman and Diu_Zone2,west,6490671,78378,7151,damaged road,83.33,0,0,0,0,1,0.539,0.662,0.402,1,13.069,71.76,0.167,1.8876,50427,147118,3986
333,2016,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli and Daman and Diu_Zone3,west,4662492,64978,12925,dirt road,31.14,0,0,0,0,0,0.305,0.755,0.287,0,10.787,102.6,0.25,0.9214,34524,69326,744
334,2016,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli and Daman and Diu_Zone4,west,4770456,94202,7439,proper road,73.95,1,0,0,0,0,0.385,0.719,0.502,1,25.3,59.76,0.333,1.3889,64174,160528,4896
335,2016,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli and Daman and Diu_Zone5,west,4023518,133272,16051,proper road,71.63,0,0,0,0,0,0.271,0.726,0.341,0,22.382,94.91,0.417,0.5983,59545,135297,1238
336,2016,Delhi,Delhi_Zone1,north,11791558,235142,3878,dirt road,45.14,0,0,0,0,0,0.118,0.704,0.76,0,18.055,34.63,0.083,0.6164,37268,58723,584
337,2016,Delhi,Delhi_Zone2,north,12394747,132569,8488,proper road,88.23,0,1,0,0,0,0.351,0.618,0.819,1,15.462,21.68,0.167,1.1177,30267,65436,1386
338,2016,Delhi,Delhi_Zone3,north,7948451,115700,3626,proper road,81.71,1,1,0,0,0,0.106,0.575,0.871,0,15.097,18.61,0.25,2.0029,163079,379271,14908
339,2016,Delhi,Delhi_Zone4,north,12999495,134712,3232,proper road,87.91,1,0,0,0,0,0.192,0.68,0.835,1,6.29,19.85,0.333,1.1758,30621,65495,1876
340,2016,Delhi,Delhi_Zone5,north,10681003,191412,5578,proper road,50.17,0,1,0,0,0,0.239,0.641,0.776,0,20.306,32.24,0.417,1.1364,50056,91250,2460
341,2016,Jammu and Kashmir,Jammu and Kashmir_Zone1,north,12129398,272113,8460,dirt road,56.34,0,0,0,0,0,0.083,0.822,0.821,0,32.873,25.75,0.083,0.5143,38052,61389,597
342,2016,Jammu and Kashmir,Jammu and Kashmir_Zone2,north,20914329,140692,17006,damaged road,40.64,0,1,1,0,0,0.18,0.763,0.757,1,5.665,29.2,0.167,2.589,72208,161503,6821
343,2016,Jammu and Kashmir,Jammu and Kashmir_Zone3,north,23500570,271701,8995,proper road,33.68,0,0,0,0,0,0.153,0.807,0.759,0,13.972,34.75,0.25,0.2655,15629,20934,254
344,2016,Jammu and Kashmir,Jammu and Kashmir_Zone4,north,15041216,236602,6569,proper road,64.76,1,0,1,1,0,0.223,0.821,0.849,1,21.81,18.17,0.333,1.6954,61291,124417,3624
345,2016,Jammu and Kashmir,Jammu and Kashmir_Zone5,north,12105243,132625,5947,damaged road,45.37,0,0,0,0,1,0.574,0.857,0.857,0,7.054,20.66,0.417,1.4717,38081,67207,2397
346,2016,Ladakh,Ladakh_Zone1,north,6542174,70714,12088,dirt road,58.78,0,0,0,1,1,0.094,0.517,0.506,0,12.191,71.13,0.083,1.2875,33891,77290,646
347,2016,Ladakh,Ladakh_Zone2,north,7322545,122007,12942,proper road,70.74,1,0,0,0,1,0.185,0.559,0.599,1,21.671,48.14,0.167,1.8014,66379,167532,4698
348,2016,Ladakh,Ladakh_Zone3,north,6894147,127162,9070,proper road,45.98,0,1,0,0,0,0.163,0.585,0.679,0,11.607,46.18,0.25,1.2319,54309,102803,2714
349,2016,Ladakh,Ladakh_Zone4,north,7883456,95510,8706,proper road,90.23,0,0,1,0,0,0.456,0.419,0.589,1,7.383,49.3,0.333,1.1782,35050,85775,638
350,2016,Ladakh,Ladakh_Zone5,north,7571708,160275,15372,dirt road,88.01,1,0,0,0,0,0.254,0.624,0.508,0,25.074,70.84,0.417,1.7326,80201,221138,5957
351,2016,Lakshadweep,Lakshadweep_Zone1,south,3538153,36681,24374,damaged road,52.2,0,0,0,0,0,0.169,0.624,0.741,0,5.647,37.35,0.083,1.2698,32367,60984,2151
352,2016,Lakshadweep,Lakshadweep_Zone2,south,4021254,81083,23164,proper road,91.56,0,0,1,0,0,0.58,0.58,0.746,1,26.309,30.53,0.167,0.9883,50379,112853,821
353,2016,Lakshadweep,Lakshadweep_Zone3,south,4765557,73708,9134,damaged road,32.9,0,0,0,0,1,0.195,0.596,0.77,0,7.937,33.06,0.25,1.6625,57913,103025,3858
354,2016,Lakshadweep,Lakshadweep_Zone4,south,4489411,39792,20929,proper road,79.73,1,0,1,0,0,0.198,0.625,0.767,1,5.824,27.9,0.333,1.8505,36891,87955,2372
355,2016,Lakshadweep,Lakshadweep_Zone5,south,3605995,83094,23286,damaged road,62.62,1,0,0,0,0,0.291,0.629,0.658,0,21.148,49.26,0.417,2.2249,105669,262499,12624
356,2016,Puducherry,Puducherry_Zone1,south,3596727,17092,6055,dirt road,53.14,0,1,0,0,0,0.216,0.554,0.413,0,5.0,84.52,0.083,1.7341,19333,48328,1146
357,2016,Puducherry,Puducherry_Zone2,south,3727508,16837,12680,proper road,62.9,1,1,1,0,0,0.21,0.557,0.251,1,6.088,89.91,0.167,3.046,76748,251556,9780
358,2016,Puducherry,Puducherry_Zone3,south,5075723,18734,13416,proper road,51.66,0,1,0,0,0,0.707,0.415,0.38,0,5.0,89.31,0.25,1.5264,13725,32864,800
359,2016,Puducherry,Puducherry_Zone4,south,3213102,11953,10517,proper road,53.18,0,0,1,1,0,0.293,0.539,0.374,1,5.0,75.09,0.333,1.2686,11839,27684,235
360,2016,Puducherry,Puducherry_Zone5,south,3155771,13193,12851,proper road,66.64,1,0,0,0,0,0.514,0.535,0.375,0,5.0,89.98,0.417,1.5697,15601,41374,1263
