Sl No.,year,State,zone,region,state_population_zone,registered_vehicles_zone,road_length_km,road_condition,avg_speed_index,overspeeding,bad_weather,fault_of_driver,driver_below_18,fault_in_vehicle,pct_two_wheelers,enforcement_index,health_index,urban_flag,traffic_density,time_to_hospital,monthality_index,danger_score,no_of_accidents,no_of_injured,no_of_killed
1045,2020,Andaman and Nicobar Islands,Andaman and Nicobar Islands_Zone5,central,13138186,122267,18650,proper road,49.73,0,0,0,0,0,0.233,0.61,0.361,0,11.525,92.04,0.75,0.6426,21906,44648,432
1046,2020,Chandigarh,Chandigarh_Zone1,north,14146513,111517,2486,dirt road,69.78,1,0,0,0,0,0.341,0.484,0.595,0,5.0,58.27,0.417,1.7413,37190,92439,2689
1047,2020,Chandigarh,Chandigarh_Zone2,north,19161370,137603,2051,damaged road,76.63,1,0,1,0,0,0.387,0.518,0.631,1,5.285,44.26,0.5,2.8991,99020,286861,12037
1048,2020,Chandigarh,Chandigarh_Zone3,north,16767846,130881,2328,damaged road,60.36,0,0,1,0,0,0.52,0.618,0.59,0,6.389,59.08,0.583,1.9784,76835,187178,5397
1049,2020,Chandigarh,Chandigarh_Zone4,north,12346424,229828,1983,proper road,47.5,0,1,0,0,0,0.381,0.457,0.624,1,24.52,45.12,0.667,1.3346,69400,140595,3575
1050,2020,Chandigarh,Chandigarh_Zone5,north,14329948,111038,3636,proper road,41.48,0,0,0,0,0,0.567,0.509,0.634,0,7.195,52.74,0.75,0.5018,16485,26650,292
1051,2020,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli and Daman and Diu_Zone1,west,3790799,154921,9997,damaged road,46.42,0,0,0,0,1,0.444,0.633,0.346,0,24.109,94.21,0.417,1.9415,195461,499777,16104
1052,2020,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli and Daman and Diu_Zone2,west,7238801,99568,12449,damaged road,40.82,0,0,1,0,0,0.166,0.688,0.361,1,13.948,76.73,0.5,2.1035,138561,351072,11529
1053,2020,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli and Daman and Diu_Zone3,west,6630433,82827,9056,proper road,57.25,0,0,0,0,0,0.127,0.769,0.399,0,10.217,86.57,0.583,0.5361,25925,53675,520
1054,2020,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli and Daman and Diu_Zone4,west,7580339,94374,14190,damaged road,70.67,1,0,0,0,0,0.388,0.58,0.411,1,6.934,70.7,0.667,2.4222,75562,224968,10502
1055,2020,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli and Daman and Diu_Zone5,west,8390044,98391,11028,dirt road,60.09,0,0,1,0,0,0.18,0.689,0.379,0,10.204,89.41,0.75,1.4901,48014,119283,986
1056,2020,Delhi,Delhi_Zone1,north,15387945,101871,8641,proper road,72.82,1,0,0,0,0,0.47,0.673,0.771,0,8.307,32.94,0.417,1.2237,24956,52174,1614
1057,2020,Delhi,Delhi_Zone2,north,11466947,243335,8270,dirt road,54.17,0,1,0,0,0,0.617,0.687,0.88,1,19.694,14.46,0.5,1.3406,76904,139937,3361
1058,2020,Delhi,Delhi_Zone3,north,12082411,103849,5207,damaged road,79.09,0,1,0,0,0,0.314,0.522,0.735,0,8.93,38.17,0.583,2.1244,47755,120135,4559
1059,2020,Delhi,Delhi_Zone4,north,8468535,100719,6844,proper road,77.7,1,0,0,0,1,0.05,0.55,0.872,1,11.439,15.31,0.667,1.6143,51716,110689,3033
1060,2020,Delhi,Delhi_Zone5,north,8832390,208197,5873,proper road,85.34,1,1,0,0,0,0.376,0.658,0.876,0,29.71,17.86,0.75,1.9577,303564,709554,27292
1061,2020,Jammu and Kashmir,Jammu and Kashmir_Zone1,north,15598925,204975,14005,damaged road,47.69,0,0,0,0,0,0.371,0.836,0.803,0,9.303,28.36,0.417,1.1199,44096,77139,2815
1062,2020,Jammu and Kashmir,Jammu and Kashmir_Zone2,north,22189129,177805,6469,proper road,47.54,0,1,0,0,0,0.3,0.824,0.818,1,8.075,21.89,0.5,1.0155,26001,44515,1225
1063,2020,Jammu and Kashmir,Jammu and Kashmir_Zone3,north,23015281,203699,13825,dirt road,73.05,1,0,0,0,0,0.168,0.851,0.798,0,11.941,29.16,0.583,1.4164,36043,76551,2282
1064,2020,Jammu and Kashmir,Jammu and Kashmir_Zone4,north,19744766,139835,13437,damaged road,57.66,0,0,0,0,0,0.211,0.875,0.801,1,5.0,23.92,0.667,1.1018,24378,45602,1537
1065,2020,Jammu and Kashmir,Jammu and Kashmir_Zone5,north,15301488,125541,13555,proper road,60.41,1,0,0,0,0,0.646,0.752,0.719,0,12.069,40.46,0.75,1.2206,41524,82455,2758
1066,2020,Ladakh,Ladakh_Zone1,north,5689796,133526,13531,proper road,91.8,1,0,0,0,0,0.33,0.624,0.463,0,14.356,77.3,0.417,1.4639,90619,247323,6998
1067,2020,Ladakh,Ladakh_Zone2,north,4309187,75261,13360,proper road,36.2,0,0,0,0,0,0.083,0.571,0.584,1,15.111,49.88,0.5,0.5054,35263,56944,622
1068,2020,Ladakh,Ladakh_Zone3,north,9002861,124251,16031,proper road,58.08,0,1,1,0,0,0.586,0.566,0.536,0,11.613,66.75,0.583,1.9413,69874,170817,3857
1069,2020,Ladakh,Ladakh_Zone4,north,5797171,153831,10833,dirt road,72.91,0,0,0,0,0,0.232,0.596,0.509,1,32.206,58.92,0.667,0.8458,68735,155224,1321
1070,2020,Ladakh,Ladakh_Zone5,north,7644860,164348,16811,dirt road,58.58,0,0,0,0,0,0.219,0.574,0.563,0,14.589,62.92,0.75,0.8189,56250,113274,1056
1071,2020,Lakshadweep,Lakshadweep_Zone1,south,3881805,87443,10736,proper road,43.55,0,0,0,0,0,0.23,0.635,0.797,0,16.336,29.23,0.417,0.3246,35675,51635,543
1072,2020,Lakshadweep,Lakshadweep_Zone2,south,4711102,81024,22225,dirt road,59.19,0,0,0,0,0,0.308,0.605,0.694,1,18.431,36.73,0.5,0.7119,41698,77959,691
1073,2020,Lakshadweep,Lakshadweep_Zone3,south,3356944,38709,18965,dirt road,51.2,0,0,0,0,0,0.567,0.681,0.726,0,7.748,39.5,0.583,0.6513,26817,46349,441
1074,2020,Lakshadweep,Lakshadweep_Zone4,south,5477944,81968,12866,proper road,68.35,1,0,0,0,0,0.185,0.567,0.679,1,9.69,38.51,0.667,1.3411,56222,120620,3813
1075,2020,Lakshadweep,Lakshadweep_Zone5,south,3044210,52714,20492,proper road,66.44,1,0,0,0,0,0.385,0.586,0.684,0,23.041,45.46,0.75,1.3281,63997,139051,4263
1076,2020,Puducherry,Puducherry_Zone1,south,4320475,13057,8074,proper road,91.06,1,1,1,0,0,0.508,0.532,0.348,0,5.0,93.96,0.417,2.9906,61252,216829,7655
1077,2020,Puducherry,Puducherry_Zone2,south,5817333,9699,8523,proper road,76.77,0,1,0,0,0,0.522,0.509,0.4,1,5.0,72.01,0.5,1.4657,7498,19631,442
1078,2020,Puducherry,Puducherry_Zone3,south,4955986,18575,11679,proper road,92.24,0,1,0,0,1,0.463,0.527,0.382,0,5.0,88.93,0.583,1.8687,19278,60358,1163
1079,2020,Puducherry,Puducherry_Zone4,south,4245263,12474,13689,proper road,43.87,0,0,0,0,0,0.623,0.489,0.348,1,5.0,78.28,0.667,0.7121,7794,15657,155
1080,2020,Puducherry,Puducherry_Zone5,south,3772343,9119,11874,dirt road,62.56,1,0,1,0,0,0.374,0.484,0.429,0,5.0,82.21,0.75,2.4574,16143,46763,1305
