Sl No.,year,State,zone,region,state_population_zone,registered_vehicles_zone,road_length_km,road_condition,avg_speed_index,overspeeding,bad_weather,fault_of_driver,driver_below_18,fault_in_vehicle,pct_two_wheelers,enforcement_index,health_index,urban_flag,traffic_density,time_to_hospital,monthality_index,danger_score,no_of_accidents,no_of_injured,no_of_killed
145,2015,Andaman and Nicobar Islands,Andaman and Nicobar Islands_Zone5,central,13264127,117182,19390,proper road,94.6,0,0,1,0,0,0.208,0.538,0.303,0,5.0,100.3,0.333,1.3188,28842,84326,609
146,2015,Chandigarh,Chandigarh_Zone1,north,15576586,228386,1888,dirt road,38.11,0,0,0,0,0,0.249,0.492,0.643,0,21.713,51.48,0.0,0.8045,32121,54880,557
147,2015,Chandigarh,Chandigarh_Zone2,north,16248313,151535,2353,proper road,79.52,1,0,0,0,0,0.571,0.57,0.63,1,11.793,44.43,0.083,1.3743,30705,73108,2141
148,2015,Chandigarh,Chandigarh_Zone3,north,19467440,161450,4033,damaged road,34.06,0,0,0,0,0,0.176,0.363,0.767,0,10.14,33.49,0.167,1.3813,27377,47095,1768
149,2015,Chandigarh,Chandigarh_Zone4,north,12736614,148953,3906,proper road,43.7,0,0,0,0,0,0.122,0.536,0.693,1,7.517,36.85,0.25,0.4471,19049,30229,328
150,2015,Chandigarh,Chandigarh_Zone5,north,19369851,188555,1762,proper road,35.05,0,0,1,0,0,0.406,0.503,0.656,0,14.092,49.48,0.333,1.0891,26902,46132,465
151,2015,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli and Daman and Diu_Zone1,west,4126565,108853,15381,dirt road,33.26,0,0,0,0,1,0.277,0.744,0.352,0,37.692,93.28,0.0,1.2816,77224,161553,1574
152,2015,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli and Daman and Diu_Zone2,west,4871003,122685,17573,dirt road,53.26,0,0,0,0,0,0.188,0.709,0.351,1,29.78,77.87,0.083,0.8997,57711,127453,1161
153,2015,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli and Daman and Diu_Zone3,west,7847945,138854,12506,proper road,39.29,0,0,1,0,0,0.103,0.717,0.333,0,9.807,96.03,0.167,1.2084,50352,110042,1042
154,2015,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli and Daman and Diu_Zone4,west,3976796,86654,14341,proper road,84.56,1,0,0,0,1,0.179,0.657,0.374,1,16.783,75.17,0.25,1.9101,85915,256249,7086
155,2015,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli and Daman and Diu_Zone5,west,7680248,147548,11095,damaged road,54.53,0,0,1,0,0,0.119,0.726,0.341,0,22.405,94.89,0.333,2.0982,159384,436776,12982
156,2015,Delhi,Delhi_Zone1,north,14442914,193514,3287,proper road,92.19,0,0,0,0,0,0.334,0.505,0.706,0,7.4,42.38,0.0,0.4534,21363,44409,367
157,2015,Delhi,Delhi_Zone2,north,14823414,225586,4270,dirt road,60.7,1,0,0,0,0,0.176,0.583,0.765,1,17.525,28.21,0.083,1.5731,53337,112191,3340
158,2015,Delhi,Delhi_Zone3,north,13795954,124309,8337,proper road,53.91,0,0,0,0,0,0.453,0.57,0.698,0,5.0,43.42,0.167,0.4261,14263,23807,234
159,2015,Delhi,Delhi_Zone4,north,11718440,156206,6182,dirt road,30.65,0,0,1,0,0,0.315,0.673,0.747,1,16.967,30.41,0.25,1.241,39876,66581,656
160,2015,Delhi,Delhi_Zone5,north,8204813,134632,3103,proper road,80.25,1,0,0,0,0,0.458,0.547,0.849,0,24.187,21.7,0.333,1.2322,47305,97616,2876
161,2015,Jammu and Kashmir,Jammu and Kashmir_Zone1,north,20714890,202314,10336,proper road,34.27,0,0,0,0,0,0.197,0.765,0.768,0,14.237,33.48,0.0,0.2801,13097,17777,204
162,2015,Jammu and Kashmir,Jammu and Kashmir_Zone2,north,12802623,141659,12919,dirt road,67.59,1,0,0,0,0,0.131,0.857,0.7,1,9.351,36.02,0.083,1.4816,38262,83964,2586
163,2015,Jammu and Kashmir,Jammu and Kashmir_Zone3,north,16513537,284951,13901,proper road,39.57,0,0,1,0,0,0.112,0.8,0.672,0,20.354,47.17,0.167,0.9292,41561,71392,706
164,2015,Jammu and Kashmir,Jammu and Kashmir_Zone4,north,17550230,197499,6260,proper road,58.96,0,0,0,0,0,0.469,0.829,0.773,1,8.547,27.25,0.25,0.2443,14310,23264,222
165,2015,Jammu and Kashmir,Jammu and Kashmir_Zone5,north,11141081,233742,17049,proper road,81.52,1,0,0,0,0,0.198,0.796,0.695,0,25.559,43.86,0.333,1.2153,60582,135126,3991
166,2015,Ladakh,Ladakh_Zone1,north,6785025,159670,13086,proper road,30.59,0,0,0,0,0,0.441,0.58,0.578,0,14.009,60.74,0.0,0.5052,39047,60112,704
167,2015,Ladakh,Ladakh_Zone2,north,6350630,146959,8103,proper road,55.86,0,0,1,0,0,0.17,0.555,0.585,1,19.831,49.77,0.083,1.1128,61211,127310,1057
168,2015,Ladakh,Ladakh_Zone3,north,7257345,97830,9060,damaged road,36.62,0,0,0,0,0,0.402,0.584,0.458,0,14.558,78.11,0.167,1.4875,46554,100216,3612
169,2015,Ladakh,Ladakh_Zone4,north,5327040,110944,18264,damaged road,88.02,1,0,1,0,0,0.472,0.57,0.47,1,14.287,63.54,0.25,2.9854,231900,771046,29573
170,2015,Ladakh,Ladakh_Zone5,north,8053166,167144,10902,dirt road,80.12,1,0,0,0,0,0.469,0.566,0.591,0,11.51,58.84,0.333,1.703,74459,188547,5219
171,2015,Lakshadweep,Lakshadweep_Zone1,south,3524105,35605,21722,damaged road,44.58,0,0,0,0,0,0.426,0.557,0.638,0,12.248,52.11,0.0,1.3749,32131,63854,2272
172,2015,Lakshadweep,Lakshadweep_Zone2,south,5595530,93818,22162,proper road,68.39,1,0,0,0,0,0.297,0.57,0.739,1,18.168,31.34,0.083,1.298,50271,106040,3183
173,2015,Lakshadweep,Lakshadweep_Zone3,south,3761856,77809,22246,proper road,63.4,1,0,0,0,0,0.282,0.66,0.724,0,25.413,39.77,0.167,1.2634,60329,123039,4031
174,2015,Lakshadweep,Lakshadweep_Zone4,south,5596887,47075,14937,proper road,93.6,1,0,0,0,0,0.334,0.61,0.75,1,7.405,29.99,0.25,1.2701,25957,60342,1658
175,2015,Lakshadweep,Lakshadweep_Zone5,south,2786430,85184,9036,dirt road,93.07,1,0,1,0,0,0.457,0.56,0.74,0,16.859,37.43,0.333,2.202,132774,361366,8668
176,2015,Puducherry,Puducherry_Zone1,south,6599399,10090,13094,proper road,55.78,0,0,0,0,0,0.343,0.573,0.427,0,5.0,82.51,0.0,0.6146,3243,6699,64
177,2015,Puducherry,Puducherry_Zone2,south,4246298,11741,8591,dirt road,51.71,0,0,0,0,1,0.303,0.512,0.358,1,5.0,77.06,0.083,1.3933,9399,22231,191
178,2015,Puducherry,Puducherry_Zone3,south,4599415,19998,11500,dirt road,71.1,1,0,0,0,0,0.412,0.472,0.333,0,5.0,96.11,0.167,1.9313,18702,54069,1596
179,2015,Puducherry,Puducherry_Zone4,south,5952464,13243,8527,proper road,47.18,0,0,0,0,0,0.418,0.514,0.402,1,5.0,71.71,0.25,0.6615,4773,9357,96
180,2015,Puducherry,Puducherry_Zone5,south,3445985,15526,11318,dirt road,47.38,0,0,0,0,0,0.578,0.464,0.335,0,5.0,95.77,0.333,1.0336,12198,26774,261
